2025-12-12 08:26:19.688 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2025-12-12 08:26:19.716 [restartedMain] INFO  c.v.m.MiniProjectJavaApplication - Starting MiniProjectJavaApplication using Java 1.8.0_462 on Admin-PC with PID 19304 (F:\BE-QLBH\target\classes started by Admin in F:\BE-QLBH)
2025-12-12 08:26:19.717 [restartedMain] INFO  c.v.m.MiniProjectJavaApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-12 08:26:19.810 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-12-12 08:26:19.812 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-12-12 08:26:22.568 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-12 08:26:22.703 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 122 ms. Found 17 JPA repository interfaces.
2025-12-12 08:26:24.749 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2025-12-12 08:26:24.761 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-12-12 08:26:24.762 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-12-12 08:26:24.763 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.71]
2025-12-12 08:26:24.958 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-12-12 08:26:24.960 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 5143 ms
2025-12-12 08:26:25.663 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-12-12 08:26:26.198 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-12-12 08:26:26.209 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/datn?useUnicode=yes&characterEncoding=UTF-8&allowPublicKeyRetrieval=true&useSSL=false'
2025-12-12 08:26:26.351 [restartedMain] WARN  o.a.c.c.C.[Tomcat].[localhost].[/] - Cannot deserialize session attribute [cart] for session [92ABEC2FA58A772DEDDFDAF48E30A4CF]
2025-12-12 08:26:26.490 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-12-12 08:26:26.586 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2025-12-12 08:26:26.905 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2025-12-12 08:26:27.177 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2025-12-12 08:26:28.749 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2025-12-12 08:26:28.763 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-12-12 08:26:29.161 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-12-12 08:26:30.887 [restartedMain] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f5891fab-89bb-4360-8bc7-118ebedc1fea

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-12-12 08:26:31.571 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@31e62942, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@b958ecd, org.springframework.security.web.context.SecurityContextPersistenceFilter@1b54cbe6, org.springframework.security.web.header.HeaderWriterFilter@3aa59d74, org.springframework.security.web.authentication.logout.LogoutFilter@4767ad3b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3d2b3edd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6c402c59, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2d736269, org.springframework.security.web.session.SessionManagementFilter@3b7e5dda, org.springframework.security.web.access.ExceptionTranslationFilter@75559945, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5759051b]
2025-12-12 08:26:37.726 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-12-12 08:26:37.740 [restartedMain] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-12-12 08:26:37.866 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-12-12 08:26:37.893 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2025-12-12 08:26:37.929 [restartedMain] INFO  c.v.m.MiniProjectJavaApplication - Started MiniProjectJavaApplication in 19.113 seconds (JVM running for 33.408)
2025-12-12 08:26:39.242 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-12-12 08:26:39.243 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-12-12 08:26:39.244 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-12-12 08:27:28.026 [http-nio-8080-exec-7] INFO  c.v.m.r.AccountController - Người dùng [demo_admin] đã đăng nhập thành công lúc 2025-12-12T08:27:28.026
2025-12-12 08:41:35.791 [http-nio-8080-exec-3] INFO  c.v.m.restcontroller.OrderController - Người dùng 'demo_admin' đã mua 1 Đơn Vị Sản Phẩm 'Samsung Galaxy A54 5G' Vào Giỏ Hàng
2025-12-12 08:41:35.831 [http-nio-8080-exec-3] INFO  c.v.m.restcontroller.OrderController - Người dùng 'demo_admin' đã mua 1 Đơn Vị Sản Phẩm 'Samsung Galaxy A54 5G' Vào Giỏ Hàng
2025-12-12 08:41:41.838 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - ========== BẮT ĐẦU TẠO ĐƠN HÀNG MỚI ==========
2025-12-12 08:41:41.839 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Thời gian: 2025-12-12T08:41:41.839
2025-12-12 08:41:41.843 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Found account from header: 9
2025-12-12 08:41:41.844 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Người dùng: KH02 (ID: 9)
2025-12-12 08:41:41.844 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Thông tin đơn hàng:
2025-12-12 08:41:41.844 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - -Người nhận: KH02
2025-12-12 08:41:41.844 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - -Phương thức thanh toán: COD
2025-12-12 08:41:41.889 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Lưu đơn hàng thành công (ID: 97, OrderNumber 3)
2025-12-12 08:41:41.901 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - 📩 Đã gửi email xác nhận đơn hàng đến lamnguyen4792@gmail.com
2025-12-12 08:41:41.937 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Tạo {} chi tiết đơn hàng
2025-12-12 08:41:41.966 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - TẠO ĐƠN HÀNG THÀNH CÔNG
2025-12-12 08:41:41.966 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController - Created Order ID 97 with txnRef 1765503701844
2025-12-12 08:41:41.966 [http-nio-8080-exec-6] INFO  c.v.m.restcontroller.OrderController -    - Người tạo: KH02 (ID: 9)
