2025-12-06 13:54:32.456 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2025-12-06 13:54:39.097 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2025-12-06 13:54:39.462 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2025-12-06 13:54:39.699 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2025-12-06 13:54:41.110 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2025-12-06 13:54:41.124 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-12-06 13:54:41.540 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-12-06 13:54:42.983 [restartedMain] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 2f2e99ef-b293-42a8-9319-4afdd6161456

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-12-06 13:54:43.301 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7bbc9301, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@76774417, org.springframework.security.web.context.SecurityContextPersistenceFilter@7e0e1f4, org.springframework.security.web.header.HeaderWriterFilter@6c079800, org.springframework.security.web.authentication.logout.LogoutFilter@6d68be2f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1affddb7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@436d4071, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@226dbd76, org.springframework.security.web.session.SessionManagementFilter@934ebf0, org.springframework.security.web.access.ExceptionTranslationFilter@3eba8f2b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2d0892c6]
2025-12-06 13:54:51.005 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-12-06 13:54:51.007 [restartedMain] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-12-06 13:54:51.040 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-12-06 13:54:51.048 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2025-12-06 13:54:51.072 [restartedMain] INFO  c.v.m.MiniProjectJavaApplication - Started MiniProjectJavaApplication in 19.602 seconds (JVM running for 22.364)
2025-12-06 13:55:09.712 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-12-06 13:55:09.712 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-12-06 13:55:09.721 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2025-12-06 13:57:31.489 [http-nio-8080-exec-9] INFO  c.v.m.r.AccountController - Người dùng [demo_admin] đã đăng nhập thành công lúc 2025-12-06T13:57:31.489
2025-12-06 15:02:50.911 [http-nio-8080-exec-8] INFO  c.v.m.r.AccountController - Người dùng [demo_admin] đã đăng nhập thành công lúc 2025-12-06T15:02:50.911
2025-12-06 15:39:06.459 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-12-06 15:39:06.478 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-12-06 15:39:06.481 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
